e1fish_index,e1fish_id,e1fish_name,e1fish_lastyear,e1fish_startyear,e1monoculture,e1fish_everyyear,e1fish_gap,e1fingerling_lastyear,e1pond_type,e1pond_type_oth,e1pond_size,e1pond_depth,e1pond_source,e1pond_source_oth,e1integrated_agri,e1integrated_now,e1purchase_finger_time,e1source_fingerling,e1source_fingerling_1,e1source_fingerling_2,e1source_fingerling_3,e1source_fingerling_4,e1source_fingerling_5,e1source_fingerling_6,e1source_fingerling_7,e1source_fingerling_8,e1source_fingerling_9,e1source_fingerling__96,e1source_fingerling_oth,e1know_hatchery,e1hatchery_village,e1distance_hatchery,e1hatchery_address,e1know_num,e1hatchery_phone,e1hatchery_year,e1strain_tilapia,e1strain_tilapia_oth,e1strain_rohu,e1strain_rohu_oth,e1gift_tilapia,e1g3_rohu,e1fish_amount,e1fish_monosex,e1totprice_fingerling,e1harvest_month,e1fish_sales,e1fish_sales_oth,PARENT_KEY,KEY,SET-OF-module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[3],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[3]/module_e1_4[1],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[3]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[3],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[3]/module_e1_4[2],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[3]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[4],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[4]/module_e1_4[1],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[4]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[4],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[4]/module_e1_4[2],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[4]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[5],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[5]/module_e1_4[1],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[5]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[5],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[5]/module_e1_4[2],uuid:107123e7-0e36-479a-bcc6-b7b01b42eb88/module_er[5]/module_e1_4
1,1,Tilapia,1,1992,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:de0cbe1b-ebde-4728-83f5-529a62ea88cf/module_er[1],uuid:de0cbe1b-ebde-4728-83f5-529a62ea88cf/module_er[1]/module_e1_4[1],uuid:de0cbe1b-ebde-4728-83f5-529a62ea88cf/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:de0cbe1b-ebde-4728-83f5-529a62ea88cf/module_er[1],uuid:de0cbe1b-ebde-4728-83f5-529a62ea88cf/module_er[1]/module_e1_4[2],uuid:de0cbe1b-ebde-4728-83f5-529a62ea88cf/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:024a1fb2-88e4-4611-a1f7-01a4f85de9d4/module_er[1],uuid:024a1fb2-88e4-4611-a1f7-01a4f85de9d4/module_er[1]/module_e1_4[1],uuid:024a1fb2-88e4-4611-a1f7-01a4f85de9d4/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:024a1fb2-88e4-4611-a1f7-01a4f85de9d4/module_er[1],uuid:024a1fb2-88e4-4611-a1f7-01a4f85de9d4/module_er[1]/module_e1_4[2],uuid:024a1fb2-88e4-4611-a1f7-01a4f85de9d4/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1],uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1]/module_e1_4[1],uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1],uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1]/module_e1_4[2],uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1]/module_e1_4
1,1,Tilapia,1,2020,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1],uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1]/module_e1_4[1],uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2020,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1],uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1]/module_e1_4[2],uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1],uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1]/module_e1_4[1],uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1],uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1]/module_e1_4[2],uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1],uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1]/module_e1_4[1],uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1],uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1]/module_e1_4[2],uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1]/module_e1_4
1,1,Tilapia,1,2018,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1],uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1]/module_e1_4[1],uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2018,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1],uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1]/module_e1_4[2],uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1],uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1]/module_e1_4[1],uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1],uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1]/module_e1_4[2],uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1]/module_e1_4
1,1,Tilapia,1,2008,0,1,,1,1,,10,5,1,,0,,8/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Jana nai,,,0,,3,-97,450,2/1/2024,5,,uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1],uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1]/module_e1_4[1],uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2011,0,1,,1,1,,10,5,1,,0,,5/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Jana nai,,0,4,,800,12/1/2023,5,,uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1],uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1]/module_e1_4[2],uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1]/module_e1_4
1,1,Tilapia,1,2010,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1],uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1]/module_e1_4[1],uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2005,0,1,,1,1,,6,8,1,,0,,2/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,0,,,1,,,0,2,,300,9/1/2023,5,,uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1],uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1]/module_e1_4[2],uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1]/module_e1_4
1,1,Tilapia,1,2018,0,1,,1,2,,30,10,1,,0,,4/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,1,,,,0,,2,-97,3000,11/1/2023,1,,uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1],uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1]/module_e1_4[1],uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2020,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1],uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1]/module_e1_4[2],uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1]/module_e1_4
1,1,Tilapia,1,2015,0,1,,1,1,,95,7,3,,0,,1/1/2023,8,0,0,0,0,0,0,0,1,0,0,,1,0,,,0,,1,1,,,,0,,10,2,1500,1/1/2024,5,,uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1],uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1]/module_e1_4[1],uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,1,,1,1,,95,7,3,,0,,1/1/2023,8,0,0,0,0,0,0,0,1,0,0,,1,0,,,0,,2,,,3,,,0,60,,10800,1/1/2023,1,,uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1],uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1]/module_e1_4[2],uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1]/module_e1_4
1,1,Tilapia,1,2017,0,1,,1,1,,20,6,3,,0,,3/1/2023,8,0,0,0,0,0,0,0,1,0,0,,1,0,,,0,,1,1,,,,0,,10,2,1500,1/1/2024,5,,uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1],uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1]/module_e1_4[1],uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1],uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1]/module_e1_4[2],uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1]/module_e1_4[1],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,140,7,3,,0,,3/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Deshi Jat,,0,475,,10500,2/1/2024,5,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1]/module_e1_4[2],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2]/module_e1_4[1],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,1998,0,1,,1,1,,20,7,3,,0,,2/1/2024,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,20,,,-96,Deshi Jat,,0,50,,10500,2/1/2024,5,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2]/module_e1_4[2],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3]/module_e1_4[1],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3]/module_e1_4
2,2,Rohu (Rui),1,2017,0,1,,1,1,,20,7,3,,0,,2/1/2024,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,,,-96,Deshi Jat,,0,125,,32812,2/1/2024,5,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3]/module_e1_4[2],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1],uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1]/module_e1_4[1],uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1],uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1]/module_e1_4[2],uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1],uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1]/module_e1_4[1],uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1],uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1]/module_e1_4[2],uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1],uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1]/module_e1_4[1],uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,0,5,1,1,,4,6,1,,0,,8/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Jat er name bolte pare nai,,0,1,,250,1/1/2024,5,,uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1],uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1]/module_e1_4[2],uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1],uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1]/module_e1_4[1],uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2014,0,1,,1,1,,7,8,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,3,,,0,7,,1500,11/1/2023,5,,uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1],uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1]/module_e1_4[2],uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1],uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1]/module_e1_4[1],uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,1,1,,29,4,3,,0,,6/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,4000,Paser grame,0,,5,,,-96,Nam jane na,,0,10,,12000,9/1/2023,1,,uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1],uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1]/module_e1_4[2],uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1]/module_e1_4
1,1,Tilapia,1,2015,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1],uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1]/module_e1_4[1],uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,1,,1,1,,6,8,1,,0,,4/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Hivrite,,0,0.5,,400,8/1/2022,5,,uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1],uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1]/module_e1_4[2],uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1]/module_e1_4
1,1,Tilapia,1,2014,0,1,,1,1,,100,7,3,,0,,12/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,400,Bogura,1,01734754734,9,1,,,,0,,10,-97,60000,6/1/2024,1,,uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1],uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1]/module_e1_4[1],uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2009,0,1,,1,1,,100,7,3,,0,,10/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,1,80,Moymongsing,1,01734176104,5,,,2,,,0,4,,12000,11/1/2024,1,,uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1],uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1]/module_e1_4[2],uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1]/module_e1_4
1,1,Tilapia,1,2014,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1],uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1]/module_e1_4[1],uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1],uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1]/module_e1_4[2],uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1],uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1]/module_e1_4[1],uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,1,1,,52,10,1,,1,0,6/1/2022,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,0,,,4,,,1,30,,6000,6/1/2022,1,,uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1],uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1]/module_e1_4[2],uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1],uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1]/module_e1_4[1],uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2012,0,0,3,1,1,,6,7,1,,0,,9/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,2,,,0,30,,9000,9/1/2023,5,,uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1],uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1]/module_e1_4[2],uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1],uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1]/module_e1_4[1],uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2018,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1],uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1]/module_e1_4[2],uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1],uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1]/module_e1_4[1],uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1],uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1]/module_e1_4[2],uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1],uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1]/module_e1_4[1],uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1],uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1]/module_e1_4[2],uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1]/module_e1_4[1],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2017,0,1,,1,1,,50,3,2,,0,,6/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,9,Hanif sarder hachari,1,01727983660,5,,,-96,Rui,,0,10,,10000,3/1/2024,-96,Ekhono mas dhori nai,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1]/module_e1_4[2],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1]/module_e1_4
