e1pond_id,e1plot_type,e1landname_size,fish_list,fish_name,module_e1_4_count,SET-OF-module_e1_4,e5farm_startyear,e5fish_species,e5fish_species_1,e5fish_species_2,e5fish_species_3,e5fish_species_4,e5fish_species_5,e5fish_species_6,e5fish_species_7,e5fish_species_8,e5fish_species_9,e5fish_species_10,e5fish_species_11,e5fish_species_12,e5fish_species_13,e5fish_species_14,e5fish_species_15,e5fish_species_16,e5fish_species_17,e5fish_species_18,e5fish_species_19,e5fish_species_20,e5fish_species_21,e5fish_species_22,e5fish_species_23,e5fish_species_24,e5fish_species_25,e5fish_species_26,e5fish_species_oth_l,e5fish_species_oth_s,e5fish_alternative,e5fish_alternative_1,e5fish_alternative_2,e5fish_alternative_3,e5fish_alternative_4,e5fish_alternative_5,e5fish_alternative_6,e5fish_alternative_7,e5shift_fishing,e5carp_small_fish,e5tilapia_clean,e5fam_lab_days,e5_hired_lab_days,e5_daily_wage,e5fingerling_cost,e5fishfeed_cost,e5other_cost,e5n_harvest,e5tot_harvest,e5lost_harvest,e5reason_lost,e5reason_lost_1,e5reason_lost_2,e5reason_lost_3,e5reason_lost_4,e5reason_lost__96,e5reason_lost_oth,PARENT_KEY,KEY,SET-OF-module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1]/module_e1_4,2017,11 17 24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,4,0,200,0,0,0,2,6,0,,,,,,,,uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf,uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er[1],uuid:ca9ac615-b18c-4897-8dea-e4f80d1f66cf/module_er
10,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1]/module_e1_4,2018,6 10 17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,1,0,0,2000,500,0,10,20,5,4,0,0,0,1,0,,uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9,uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er[1],uuid:5edb711a-11f1-4a5c-8d3a-ff01c8fb96e9/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1]/module_e1_4,1980,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,2,0,500,1000,0,0,3,6,0,,,,,,,,uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697,uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er[1],uuid:3b89e941-2d0d-4c82-ac65-79d8144ce697/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1]/module_e1_4,2004,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,2000,0,0,200,300,0,,,,,,,,uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d,uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er[1],uuid:aaa52c96-189d-4e75-bf32-e374bd3e599d/module_er
7,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1]/module_e1_4,2018,1 2 6 7 10,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,100,0,2000,0,500,300,2,60,2,4,0,0,0,1,0,,uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0,uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er[1],uuid:0d8992c2-afda-4b1e-993d-62c0c2a13ae0/module_er
7,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1]/module_e1_4,1994,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,1500,0,0,1,16,0,,,,,,,,uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd,uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er[1],uuid:ab72d7f4-46aa-4430-8fd9-93f0067a6cbd/module_er
3,8,Puku,1 2,"Tilapia, Rohu (Rui)",2,uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1]/module_e1_4,2003,1 6 8 10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,120,0,8000,2500,0,0,8,150,0,,,,,,,,uuid:dd9ec494-10e6-4054-a4e9-422d435047d8,uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er[1],uuid:dd9ec494-10e6-4054-a4e9-422d435047d8/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1]/module_e1_4,2000,1 5 6 10,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,48,0,500,1500,0,0,8,40,0,,,,,,,,uuid:045900a0-affc-4774-95a8-a09c9f15d28c,uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er[1],uuid:045900a0-affc-4774-95a8-a09c9f15d28c/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1]/module_e1_4,2020,6 10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,2,0,0,3000,1000,500,10,50,5,2 4,0,1,0,1,0,,uuid:ef077f3e-3134-4eab-ae09-eedc5952a826,uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er[1],uuid:ef077f3e-3134-4eab-ae09-eedc5952a826/module_er
5,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1]/module_e1_4,2015,1 6 7 10,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,25,0,3000,16000,5000,1500,3,270,5,4,0,0,0,1,0,,uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f,uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er[1],uuid:cc06bd91-83cf-4ecc-a9db-6be78421b84f/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1]/module_e1_4,2017,1 2 10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,15,0,1400,2000,0,500,10,40,0,,,,,,,,uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f,uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er[1],uuid:b7d1d009-7acf-4831-a6d9-78a6f17c9f5f/module_er
3,8,Ser,1 2,"Tilapia, Rohu (Rui)",2,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1]/module_e1_4,2023,1 6 8 18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,730,20,45000,10500,204000,134000,0,0,0,,,,,,,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[1],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er
7,2,Samsul Molla,1 2,"Tilapia, Rohu (Rui)",2,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2]/module_e1_4,1998,6 18 19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,,,0,730,0,22812,10500,70000,10000,0,0,0,,,,,,,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[2],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er
9,2,Homker Jomi,1 2,"Tilapia, Rohu (Rui)",2,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3]/module_e1_4,2017,6 18 19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,,,0,730,0,36500,32812,150000,10000,0,0,0,,,,,,,,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f,uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er[3],uuid:98b0b324-69ec-43dd-8eae-0168d74aaf9f/module_er
5,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1]/module_e1_4,2020,13 17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,4,0,400,300,500,300,3,34,1,2,0,1,0,0,0,,uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd,uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er[1],uuid:510ddbac-7cf7-4d36-b1bb-60c67f11cbdd/module_er
5,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1]/module_e1_4,2014,1 8 17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,20,0,1000,10,5000,1000,1,40,0,,,,,,,,uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200,uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er[1],uuid:e81749ef-f9eb-4ea4-a948-5404f4b17200/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1]/module_e1_4,2015,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,20,0,2000,500,1000,200,2,15,0,,,,,,,,uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535,uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er[1],uuid:7c313971-dcab-40a9-95f0-0d6ae3ca3535/module_er
3,9,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1]/module_e1_4,2015,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,,,0,45,0,3000,1500,500,250,3,60,0,,,,,,,,uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544,uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er[1],uuid:e8b2f2a3-8909-48d0-a7ce-4d8fa9090544/module_er
15,8,Gher,1 2,"Tilapia, Rohu (Rui)",2,uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1]/module_e1_4,2019,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,40,30,3000,25000,0,5000,5,520,0,,,,,,,,uuid:612c478b-4bab-4fa0-b381-ed9228394f65,uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er[1],uuid:612c478b-4bab-4fa0-b381-ed9228394f65/module_er
9,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1]/module_e1_4,2010,2 3 6 10,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,0.25,0,200,1500,0,0,6,80,0,,,,,,,,uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7,uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er[1],uuid:336f86e1-5ee3-4856-8dc2-9f59a8309fb7/module_er
9,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1]/module_e1_4,2009,6 10 24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,1,40,0,2500,95000,1600000,5000,1,16000,0,,,,,,,,uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb,uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er[1],uuid:ebbd8c70-e284-46e8-a435-febacce1c3bb/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1]/module_e1_4,2014,1 10 17 21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,1,1,0,0,,500,0,0,1,5,0,,,,,,,,uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29,uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er[1],uuid:7d3217dc-4a94-47ef-8031-b8bcd7baab29/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1]/module_e1_4,2022,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,20,2000,6000,4000,1000,2,130,5,4,0,0,0,1,0,,uuid:03204b02-907d-47cc-9fbf-100b3491e88d,uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er[1],uuid:03204b02-907d-47cc-9fbf-100b3491e88d/module_er
11,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1]/module_e1_4,2015,1 6 7 10,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,15000,0,0,24,250,0,,,,,,,,uuid:7db98ab8-1b0a-414e-b44c-902083087195,uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er[1],uuid:7db98ab8-1b0a-414e-b44c-902083087195/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1]/module_e1_4,2016,1 6 7 8,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,3000,0,0,0,0,0,,,,,,,,uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191,uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er[1],uuid:05e6ca63-3100-40a3-a348-a68c8cf5a191/module_er
7,8,Puku...2,1 2,"Tilapia, Rohu (Rui)",2,uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1]/module_e1_4,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,1500,300,0,22,25,0,,,,,,,,uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4,uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er[1],uuid:ab0ec224-cf0d-4b11-b090-e51e415193e4/module_er
7,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1]/module_e1_4,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,1500,300,0,50,25,0,,,,,,,,uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d,uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er[1],uuid:45c2f26a-6f48-4953-a7b9-3def0b34a28d/module_er
2,1,Badher pashe,1 2,"Tilapia, Rohu (Rui)",2,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1]/module_e1_4,2014,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,,,0,16,0,1200,10000,6000,0,0,0,0,,,,,,,,uuid:828b0cb7-e909-4649-8268-921fe3a5161a,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[1],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2]/module_e1_4,2014,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,16,0,1200,4000,5000,0,0,0,0,,,,,,,,uuid:828b0cb7-e909-4649-8268-921fe3a5161a,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er
4,8,Barir pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1]/module_e1_4,2017,6 7 10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,48,0,3000,3500,5000,0,4,60,0,,,,,,,,uuid:7097ac60-bebb-4b92-a9cd-89030971431a,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er
5,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2]/module_e1_4,2017,1 10 24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,24,8,2000,1250,2000,500,4,60,0,,,,,,,,uuid:7097ac60-bebb-4b92-a9cd-89030971431a,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er
16,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1]/module_e1_4,2008,6 7 17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,4,0,200,500,0,0,2,28,0,,,,,,,,uuid:311fa447-52c9-4c72-adcf-96e476e396f8,uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1],uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er
11,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1]/module_e1_4,2010,12 14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4,uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1],uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er
10,8,Cilsar.pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1]/module_e1_4,2023,2 6 10 17 24,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0,0,,15000,0,3000,5,30,1,-96,0,0,0,0,1,Pakhi dore khay,uuid:29013b46-77b8-4e94-bb70-742dd84ac778,uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1],uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er
4,8,Pukur 1,1 2,"Tilapia, Rohu (Rui)",2,uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1]/module_e1_4,2012,6 7 10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,20,0,2000,3000,0,0,2,20,0,,,,,,,,uuid:302835b0-bacd-4405-84bb-1e73012fa178,uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1],uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1]/module_e1_4,2014,12 14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,8,0,600,0,0,0,2,5,0,,,,,,,,uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0,uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1],uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1]/module_e1_4,1996,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,15,0,2250,400,0,0,150,150,0,,,,,,,,uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb,uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1],uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1]/module_e1_4,2014,12 14 16 17 21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,,0,0,0,5,4,0,,,,,,,,uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd,uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1],uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1]/module_e1_4,2004,6 7 10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,22,1500,0,0,0,1,440,0,,,,,,,,uuid:449c394c-e73c-4c2b-b993-19fb48029f54,uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1],uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1]/module_e1_4,2013,6 8 10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,24,16,2500,2700,800,300,2,60,0,,,,,,,,uuid:61a65a23-4274-4498-bca6-4ad5989058b6,uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1],uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er
10,2,Khalkhet,1 2,"Tilapia, Rohu (Rui)",2,uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1]/module_e1_4,2015,16 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,4,,0,5,5,1400,0,0,0,2,30,0,,,,,,,,uuid:4255791a-a5d8-477c-8feb-7f90a964b309,uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1],uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er
11,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1]/module_e1_4,1988,6 7 17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,2,0,500,1500,0,0,3,50,0,,,,,,,,uuid:a089ae49-61a0-433f-b1da-98d791a49668,uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1],uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1]/module_e1_4,1995,6 7 10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,10,4,2000,2500,0,0,2,15,5,2,0,1,0,0,0,,uuid:dc6c231f-513e-4988-b136-da328ac50835,uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1],uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1]/module_e1_4,1995,2 8 10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,10,8,2500,1500,500,0,2,15,5,2,0,1,0,0,0,,uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b,uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1],uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er
7,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1]/module_e1_4,1998,5 25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Briget,,,,,,,,,,,0,0,20,0,1400,2000,400,150,2,40,0,,,,,,,,uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6,uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1],uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er
4,8,Chorer pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1]/module_e1_4,2017,1 6 7 17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,15,0,1500,1600,1000,200,3,60,0,,,,,,,,uuid:83921472-54cb-48c0-ac48-7874eba6cb77,uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1],uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er
