d1index,d1cgiartech_id,d1cgiartech_name,d1cgiartech_know,d1cgiartech_usage,d1cgiartech_owner,d1cgiartech_past,d1cgiartech_startyear,d1cgiartech_stopyear,d1tech_stopreason,d1tech_stopreason_1,d1tech_stopreason_2,d1tech_stopreason_3,d1tech_stopreason_4,d1tech_stopreason_5,d1tech_stopreason_6,d1tech_stopreason_7,d1tech_stopreason_8,d1tech_stopreason_9,d1tech_stopreason_10,d1cgiartech_introyear,PARENT_KEY,KEY,SET-OF-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,-97,uuid:0ad9f5c0-c743-47dd-91a3-b9b6b888ebc3,uuid:0ad9f5c0-c743-47dd-91a3-b9b6b888ebc3/module_d-module_d1[6],uuid:0ad9f5c0-c743-47dd-91a3-b9b6b888ebc3/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,-97,uuid:850cfce1-e517-49fa-a018-2751c74c30d9,uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1[1],uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:850cfce1-e517-49fa-a018-2751c74c30d9,uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1[2],uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2011,,,,,,,,,,,,,2011,uuid:850cfce1-e517-49fa-a018-2751c74c30d9,uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1[3],uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2019,uuid:850cfce1-e517-49fa-a018-2751c74c30d9,uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1[4],uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2022,uuid:850cfce1-e517-49fa-a018-2751c74c30d9,uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1[5],uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,-97,uuid:850cfce1-e517-49fa-a018-2751c74c30d9,uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1[6],uuid:850cfce1-e517-49fa-a018-2751c74c30d9/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1[1],uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1[2],uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,1994,,,,,,,,,,,,,1990,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1[3],uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2014,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1[4],uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,0,2022,,,,,,,,,,,,,2015,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1[5],uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d,uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1[6],uuid:e03c2cc9-5524-49ab-b27d-5ceeb434a70d/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1[1],uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1[2],uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2004,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1[3],uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2008,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1[4],uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1[5],uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da,uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1[6],uuid:c19f6368-c62c-45d5-ae39-249d1dc5b5da/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:8a3dc733-e773-4c94-813b-48121d95dd16,uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1[1],uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:8a3dc733-e773-4c94-813b-48121d95dd16,uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1[2],uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:8a3dc733-e773-4c94-813b-48121d95dd16,uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1[3],uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,0,2023,,,,,,,,,,,,,-97,uuid:8a3dc733-e773-4c94-813b-48121d95dd16,uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1[4],uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:8a3dc733-e773-4c94-813b-48121d95dd16,uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1[5],uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:8a3dc733-e773-4c94-813b-48121d95dd16,uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1[6],uuid:8a3dc733-e773-4c94-813b-48121d95dd16/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1[1],uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1[2],uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2004,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1[3],uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2024,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1[4],uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,1,2014,,,,,,,,,,,,,2014,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1[5],uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b,uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1[6],uuid:07d9846b-3ac0-4bb3-b2bc-b7d6494a4f1b/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1[1],uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1[2],uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,1,2005,2017,5,0,0,0,0,1,0,0,0,0,0,-97,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1[3],uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1[4],uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,1,2012,,,,,,,,,,,,,-97,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1[5],uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb,uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1[6],uuid:63851ee7-c62a-4af0-8544-d1b2fbc375fb/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1[1],uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1[2],uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,1,1,2000,,,,,,,,,,,,,-97,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1[3],uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1[4],uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1[5],uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d,uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1[6],uuid:de076e1b-24d4-49d6-839d-3f3c1ce8c25d/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:67e29c83-13d0-4388-ad65-15eed7860c24,uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1[1],uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:67e29c83-13d0-4388-ad65-15eed7860c24,uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1[2],uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2005,,,,,,,,,,,,,-97,uuid:67e29c83-13d0-4388-ad65-15eed7860c24,uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1[3],uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:67e29c83-13d0-4388-ad65-15eed7860c24,uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1[4],uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:67e29c83-13d0-4388-ad65-15eed7860c24,uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1[5],uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:67e29c83-13d0-4388-ad65-15eed7860c24,uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1[6],uuid:67e29c83-13d0-4388-ad65-15eed7860c24/module_d-module_d1
1,1,Axial Flow Pump,1,1,1,0,1995,,,,,,,,,,,,,-97,uuid:d74364ee-f107-411e-8092-9e9130fe468b,uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1[1],uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),1,0,,0,,,,,,,,,,,,,,-97,uuid:d74364ee-f107-411e-8092-9e9130fe468b,uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1[2],uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2002,,,,,,,,,,,,,-97,uuid:d74364ee-f107-411e-8092-9e9130fe468b,uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1[3],uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:d74364ee-f107-411e-8092-9e9130fe468b,uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1[4],uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:d74364ee-f107-411e-8092-9e9130fe468b,uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1[5],uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:d74364ee-f107-411e-8092-9e9130fe468b,uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1[6],uuid:d74364ee-f107-411e-8092-9e9130fe468b/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1[1],uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1[2],uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,1990,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1[3],uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2019,,,,,,,,,,,,,2015,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1[4],uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1[5],uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d,uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1[6],uuid:266ae77b-840f-4aec-89cd-1459a6ab1d8d/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:d8340316-e09d-432f-a71b-84705e02cb3b,uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1[1],uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:d8340316-e09d-432f-a71b-84705e02cb3b,uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1[2],uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,2008,uuid:d8340316-e09d-432f-a71b-84705e02cb3b,uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1[3],uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2024,,,,,,,,,,,,,2015,uuid:d8340316-e09d-432f-a71b-84705e02cb3b,uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1[4],uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:d8340316-e09d-432f-a71b-84705e02cb3b,uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1[5],uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:d8340316-e09d-432f-a71b-84705e02cb3b,uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1[6],uuid:d8340316-e09d-432f-a71b-84705e02cb3b/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,-97,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1[1],uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1[2],uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1[3],uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1[4],uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1[5],uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460,uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1[6],uuid:94671ae2-ba10-4382-a7eb-9e81566ea460/module_d-module_d1
1,1,Axial Flow Pump,1,0,,1,2010,2015,5,0,0,0,0,1,0,0,0,0,0,2002,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1[1],uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1[2],uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2010,,,,,,,,,,,,,2008,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1[3],uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2012,,,,,,,,,,,,,2008,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1[4],uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1[5],uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b,uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1[6],uuid:03395b45-d0d0-49aa-8ff1-2bcb64e4fe3b/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1[1],uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1[2],uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2000,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1[3],uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2009,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1[4],uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2018,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1[5],uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66,uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1[6],uuid:5c47354b-cf3f-4e02-9d5a-083f7c7d3f66/module_d-module_d1
