c1pesticide_id,c1pesticide_name,c1pesticide_dosage,c1pesticide_unit,c1pesticide_n_timee,c1pesticideuse_reason,PARENT_KEY,KEY,SET-OF-c1pesticide_repeat
1,Kitnasok marar osud,25,2,2,3,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_c1[1],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_c1[1]/c1season_group-c1pesticide_repeat
2,Kitnasok,25,2,2,3,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_c1[1],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_c1[1]/c1season_group-c1pesticide_repeat
1,Openien,100,2,1,1,uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[2],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[2]/c1season_group-c1pesticide_repeat
2,One stop,100,2,2,2,uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[2],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[2]/c1season_group-c1pesticide_repeat
1,Openion,100,2,1,1,uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[4],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[4]/c1season_group-c1pesticide_repeat
2,One stop,100,2,2,2,uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[4],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:bd5e4587-ca17-41fd-a1b4-326ff3eef854/module_c1[4]/c1season_group-c1pesticide_repeat
1,Sinjetan,25,1,1,2,uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[1],uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[1]/c1season_group-c1pesticide_repeat
1,Edul mara bis,5,2,1,2,uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[2],uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[2]/c1season_group-c1pesticide_repeat
1,Sinjenta,25,1,1,2,uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[4],uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:be8ee381-f1dc-4079-8952-934da5d36b35/module_c1[4]/c1season_group-c1pesticide_repeat
1,Virtako,40,2,2,3,uuid:7b04fd8e-7bd0-45ac-a159-fcac1da8405f/module_c1[1],uuid:7b04fd8e-7bd0-45ac-a159-fcac1da8405f/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:7b04fd8e-7bd0-45ac-a159-fcac1da8405f/module_c1[1]/c1season_group-c1pesticide_repeat
2,Setara,250,1,2,3,uuid:7b04fd8e-7bd0-45ac-a159-fcac1da8405f/module_c1[1],uuid:7b04fd8e-7bd0-45ac-a159-fcac1da8405f/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:7b04fd8e-7bd0-45ac-a159-fcac1da8405f/module_c1[1]/c1season_group-c1pesticide_repeat
1,Virtako,60,2,2,3,uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[1],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[1]/c1season_group-c1pesticide_repeat
2,Rifit,100,2,1,3,uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[1],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[1]/c1season_group-c1pesticide_repeat
1,Virtako,100,2,3,3,uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[2],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[2]/c1season_group-c1pesticide_repeat
2,Rejar,70,2,1,3,uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[2],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[2]/c1season_group-c1pesticide_repeat
1,Rejar,100,2,1,3,uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[4],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[4]/c1season_group-c1pesticide_repeat
2,Virtako,60,2,3,3,uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[4],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:696affea-1ad9-426a-8716-ab3a8f1e66ed/module_c1[4]/c1season_group-c1pesticide_repeat
1,Bittako,200,2,1,2,uuid:98543a5a-c2ac-4a58-9086-9723a4372c0b/module_c1[2],uuid:98543a5a-c2ac-4a58-9086-9723a4372c0b/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:98543a5a-c2ac-4a58-9086-9723a4372c0b/module_c1[2]/c1season_group-c1pesticide_repeat
1,Modan,100,2,2,3,uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[1],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[1]/c1season_group-c1pesticide_repeat
1,Vitako,100,2,2,3,uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[2],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[2]/c1season_group-c1pesticide_repeat
2,Modan,100,2,2,3,uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[2],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[2]/c1season_group-c1pesticide_repeat
1,Modan,100,2,2,3,uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[4],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:5d990a3c-26af-415f-b3a1-b38324126aa2/module_c1[4]/c1season_group-c1pesticide_repeat
1,Janen na,50,1,2,1,uuid:b618ef42-7d47-47aa-b4c5-c4cb81a9b9f8/module_c1[1],uuid:b618ef42-7d47-47aa-b4c5-c4cb81a9b9f8/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:b618ef42-7d47-47aa-b4c5-c4cb81a9b9f8/module_c1[1]/c1season_group-c1pesticide_repeat
1,Janen na,50,1,2,1,uuid:b618ef42-7d47-47aa-b4c5-c4cb81a9b9f8/module_c1[4],uuid:b618ef42-7d47-47aa-b4c5-c4cb81a9b9f8/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:b618ef42-7d47-47aa-b4c5-c4cb81a9b9f8/module_c1[4]/c1season_group-c1pesticide_repeat
1,Mistop,5,1,2,1,uuid:6d6345b2-743b-4458-ab50-9b5d58d940c2/module_c1[2],uuid:6d6345b2-743b-4458-ab50-9b5d58d940c2/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:6d6345b2-743b-4458-ab50-9b5d58d940c2/module_c1[2]/c1season_group-c1pesticide_repeat
2,Nam bolte parena,4,1,2,1,uuid:6d6345b2-743b-4458-ab50-9b5d58d940c2/module_c1[2],uuid:6d6345b2-743b-4458-ab50-9b5d58d940c2/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:6d6345b2-743b-4458-ab50-9b5d58d940c2/module_c1[2]/c1season_group-c1pesticide_repeat
1,Bistaring,50,1,1,2,uuid:56a91a65-2106-4386-b13f-7956479d77f6/module_c1[2],uuid:56a91a65-2106-4386-b13f-7956479d77f6/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:56a91a65-2106-4386-b13f-7956479d77f6/module_c1[2]/c1season_group-c1pesticide_repeat
1,Limbor,100,1,2,3,uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[1],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[1]/c1season_group-c1pesticide_repeat
2,Vinas,50,2,1,3,uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[1],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[1]/c1season_group-c1pesticide_repeat
1,Nitron,50,1,2,3,uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[2],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[2]/c1season_group-c1pesticide_repeat
2,Limbor,100,1,2,3,uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[2],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[2]/c1season_group-c1pesticide_repeat
1,Nitron,50,1,2,3,uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[4],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[4]/c1season_group-c1pesticide_repeat
2,Vinas,50,2,2,3,uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[4],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:8e9e435f-7a02-4c55-a878-a78764bb5a22/module_c1[4]/c1season_group-c1pesticide_repeat
1,Luna,150,1,1,2,uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[1],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[1]/c1season_group-c1pesticide_repeat
2,Luna,150,1,1,2,uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[1],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[1]/c1season_group-c1pesticide_repeat
1,Vule geche,150,1,1,2,uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[4],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[4]/c1season_group-c1pesticide_repeat
2,Luna bis,150,1,1,2,uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[4],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:d9e82762-8750-4dc4-9734-a0b7f7cb16b2/module_c1[4]/c1season_group-c1pesticide_repeat
1,Antakol,500,2,3,3,uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[1],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[1]/c1season_group-c1pesticide_repeat
2,Lona,50,1,2,3,uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[1],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[1]/c1season_group-c1pesticide_repeat
1,Virtako,10,2,1,3,uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[3],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[3]/c1season_group-c1pesticide_repeat[1],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[3]/c1season_group-c1pesticide_repeat
1,Lona,50,1,2,3,uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[4],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[4]/c1season_group-c1pesticide_repeat
2,Antakol,100,2,5,3,uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[4],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:816f62bd-9114-4075-85f4-013fe021b19d/module_c1[4]/c1season_group-c1pesticide_repeat
1,Sobicron,50,1,2,1,uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[1],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[1]/c1season_group-c1pesticide_repeat
2,Setera,50,1,50,1,uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[1],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[1]/c1season_group-c1pesticide_repeat
1,Sobicron,50,1,2,2,uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[3],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[3]/c1season_group-c1pesticide_repeat[1],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[3]/c1season_group-c1pesticide_repeat
2,Setera,50,1,2,1,uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[3],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[3]/c1season_group-c1pesticide_repeat[2],uuid:65e1222c-d7a0-4094-b596-058f3f530471/module_c1[3]/c1season_group-c1pesticide_repeat
1,Vittaku,50,2,3,2,uuid:c919f5a0-a8f1-4133-90fe-073e4822958a/module_c1[1],uuid:c919f5a0-a8f1-4133-90fe-073e4822958a/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:c919f5a0-a8f1-4133-90fe-073e4822958a/module_c1[1]/c1season_group-c1pesticide_repeat
2,Imstatop,50,1,3,2,uuid:c919f5a0-a8f1-4133-90fe-073e4822958a/module_c1[1],uuid:c919f5a0-a8f1-4133-90fe-073e4822958a/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:c919f5a0-a8f1-4133-90fe-073e4822958a/module_c1[1]/c1season_group-c1pesticide_repeat
1,Bittagu,25,2,1,1,uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[1],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[1]/c1season_group-c1pesticide_repeat
2,Setara,50,1,1,3,uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[1],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[1]/c1season_group-c1pesticide_repeat
1,Bittagu,25,2,1,3,uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[2],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[2]/c1season_group-c1pesticide_repeat
2,Setara,50,1,1,3,uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[2],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:fcc7018c-3bec-4dc2-a920-960782e7755d/module_c1[2]/c1season_group-c1pesticide_repeat
1,Basoding,250,2,2,3,uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[1],uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[1]/c1season_group-c1pesticide_repeat
1,Basoding,250,2,1,3,uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[2],uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[2]/c1season_group-c1pesticide_repeat
1,Basoding,250,2,2,3,uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[4],uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:bdca18c7-e442-43f1-9a50-57906cb2bc60/module_c1[4]/c1season_group-c1pesticide_repeat
1,Sitera,50,1,3,1,uuid:7e9ef083-c36c-4af1-aab2-5d6bbe86127c/module_c1[1],uuid:7e9ef083-c36c-4af1-aab2-5d6bbe86127c/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:7e9ef083-c36c-4af1-aab2-5d6bbe86127c/module_c1[1]/c1season_group-c1pesticide_repeat
2,Vitraco,25,2,1,1,uuid:7e9ef083-c36c-4af1-aab2-5d6bbe86127c/module_c1[1],uuid:7e9ef083-c36c-4af1-aab2-5d6bbe86127c/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:7e9ef083-c36c-4af1-aab2-5d6bbe86127c/module_c1[1]/c1season_group-c1pesticide_repeat
1,Sitara,25,1,2,2,uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[1],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[1]/c1season_group-c1pesticide_repeat
2,Carp,50,1,2,2,uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[1],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[1]/c1season_group-c1pesticide_repeat
1,Sitara,25,1,2,2,uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[3],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[3]/c1season_group-c1pesticide_repeat[1],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[3]/c1season_group-c1pesticide_repeat
2,Carp,50,1,2,2,uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[3],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[3]/c1season_group-c1pesticide_repeat[2],uuid:5f149728-dc90-4e26-977f-e717e59c4f6b/module_c1[3]/c1season_group-c1pesticide_repeat
1,Rifit,100,2,1,3,uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[1],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[1]/c1season_group-c1pesticide_repeat
2,Altima plas,100,1,1,3,uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[1],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[1]/c1season_group-c1pesticide_repeat
1,Ripit,50,2,1,3,uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[2],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[2]/c1season_group-c1pesticide_repeat
2,Altima plas,100,1,2,3,uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[2],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[2]/c1season_group-c1pesticide_repeat
1,Ripit,100,2,1,3,uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4]/c1season_group-c1pesticide_repeat
2,Virtako,100,2,2,3,uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4]/c1season_group-c1pesticide_repeat
3,Amitar top,40,1,2,3,uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4]/c1season_group-c1pesticide_repeat[3],uuid:d5a0b1f6-8347-4933-a217-9f5b79893934/module_c1[4]/c1season_group-c1pesticide_repeat
1,Repet,20,2,1,2,uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[2],uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[2]/c1season_group-c1pesticide_repeat
1,Repet,20,2,1,2,uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[4],uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[4]/c1season_group-c1pesticide_repeat
2,Amestertop,20,2,1,2,uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[4],uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:10305349-940f-413b-b0c4-10bab6ad12d3/module_c1[4]/c1season_group-c1pesticide_repeat
1,Binash,150,2,1,2,uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[1],uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[1]/c1season_group-c1pesticide_repeat
1,Bnish,150,2,1,2,uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[2],uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[2]/c1season_group-c1pesticide_repeat
1,Binash,150,2,1,2,uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[4],uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:fc660e0e-999c-49a6-a4f2-b3a9cdfd19b4/module_c1[4]/c1season_group-c1pesticide_repeat
1,Ostad,40,1,3,3,uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[2],uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[2]/c1season_group-c1pesticide_repeat
2,Virtako,10,2,3,3,uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[2],uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[2]/c1season_group-c1pesticide_repeat
1,Ostad,40,1,3,3,uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[4],uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:4a50e30e-d74a-43d3-b9af-85caf4e9898e/module_c1[4]/c1season_group-c1pesticide_repeat
1,Vetarko,10,2,1,3,uuid:382878ad-70d8-401d-9ed1-21481e24697f/module_c1[1],uuid:382878ad-70d8-401d-9ed1-21481e24697f/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:382878ad-70d8-401d-9ed1-21481e24697f/module_c1[1]/c1season_group-c1pesticide_repeat
1,Night 2,50,1,1,1,uuid:c3d35e75-f0d0-4f50-9585-e19ce5b6ea6d/module_c1[1],uuid:c3d35e75-f0d0-4f50-9585-e19ce5b6ea6d/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:c3d35e75-f0d0-4f50-9585-e19ce5b6ea6d/module_c1[1]/c1season_group-c1pesticide_repeat
1,Nikti,100,1,1,1,uuid:bbd384c6-e6b4-4d83-947c-b971bf4bf51a/module_c1[1],uuid:bbd384c6-e6b4-4d83-947c-b971bf4bf51a/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:bbd384c6-e6b4-4d83-947c-b971bf4bf51a/module_c1[1]/c1season_group-c1pesticide_repeat
1,Nikti,200,1,1,1,uuid:bbd384c6-e6b4-4d83-947c-b971bf4bf51a/module_c1[2],uuid:bbd384c6-e6b4-4d83-947c-b971bf4bf51a/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:bbd384c6-e6b4-4d83-947c-b971bf4bf51a/module_c1[2]/c1season_group-c1pesticide_repeat
1,Name bolte pare nai,100,2,2,2,uuid:fd8504f4-8822-4112-9579-7e43b1e8ea2d/module_c1[2],uuid:fd8504f4-8822-4112-9579-7e43b1e8ea2d/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:fd8504f4-8822-4112-9579-7e43b1e8ea2d/module_c1[2]/c1season_group-c1pesticide_repeat
2,Name bolte pare nai,100,2,2,2,uuid:fd8504f4-8822-4112-9579-7e43b1e8ea2d/module_c1[2],uuid:fd8504f4-8822-4112-9579-7e43b1e8ea2d/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:fd8504f4-8822-4112-9579-7e43b1e8ea2d/module_c1[2]/c1season_group-c1pesticide_repeat
